datetime,client_name,supply_period,date,correct_hour,hour,weekday,wesm,kwh,kw
26/08/2023 0:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,0,1,5,5.410817467,433.182,433.182
26/08/2023 1:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,1,2,5,5.039228767,416.093,416.093
26/08/2023 2:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,2,3,5,4.553896917,414.557,414.557
26/08/2023 3:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,3,4,5,4.437268858,405.076,405.076
26/08/2023 4:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,4,5,5,4.332006475,439.397,439.397
26/08/2023 5:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,5,6,5,3.96239975,472.98,472.98
26/08/2023 6:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,6,7,5,2.654018917,470.929,470.929
26/08/2023 7:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,7,8,5,2.58019965,512.617,512.617
26/08/2023 8:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,8,9,5,3.097714683,544.483,544.483
26/08/2023 9:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,9,10,5,3.455661992,562.825,562.825
26/08/2023 10:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,10,11,5,3.725741267,577.854,577.854
26/08/2023 11:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,11,12,5,3.299916633,548.225,548.225
26/08/2023 12:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,12,13,5,2.761635617,566.979,566.979
26/08/2023 13:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,13,14,5,3.721522808,504.117,504.117
26/08/2023 14:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,14,15,5,2.973006542,516.114,516.114
26/08/2023 15:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,15,16,5,2.6170175,64.621,64.621
26/08/2023 16:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,16,17,5,2.645700633,0,0
26/08/2023 17:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,17,18,5,2.695593908,23.142,23.142
26/08/2023 18:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,18,19,5,2.749604325,113.904,113.904
26/08/2023 19:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,19,20,5,3.04386095,476.723,476.723
26/08/2023 20:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,20,21,5,3.971016133,407.958,407.958
26/08/2023 21:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,21,22,5,4.027590017,456.305,456.305
26/08/2023 22:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,22,23,5,3.60511115,447.653,447.653
26/08/2023 23:00,bounty_madera,30/09/2023 0:00,26/08/2023 0:00,23,24,5,3.356296942,455.45,455.45
27/08/2023 0:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,0,1,6,3.667644442,431.947,431.947
27/08/2023 1:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,1,2,6,3.411662225,397.597,397.597
27/08/2023 2:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,2,3,6,3.81869045,357.958,357.958
27/08/2023 3:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,3,4,6,3.681908975,345.006,345.006
27/08/2023 4:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,4,5,6,3.531547017,386.748,386.748
27/08/2023 5:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,5,6,6,3.218428675,452.23,452.23
27/08/2023 6:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,6,7,6,3.030313358,490.581,490.581
27/08/2023 7:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,7,8,6,3.284785867,503.551,503.551
27/08/2023 8:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,8,9,6,3.378439692,541.67,541.67
27/08/2023 9:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,9,10,6,3.505015425,565.669,565.669
27/08/2023 10:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,10,11,6,3.127848867,579.948,579.948
27/08/2023 11:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,11,12,6,3.244327667,536.327,536.327
27/08/2023 12:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,12,13,6,2.944969625,566.938,566.938
27/08/2023 13:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,13,14,6,2.9920115,558.421,558.421
27/08/2023 14:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,14,15,6,3.107854575,546.022,546.022
27/08/2023 15:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,15,16,6,2.971535183,513.748,513.748
27/08/2023 16:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,16,17,6,2.884002258,504.622,504.622
27/08/2023 17:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,17,18,6,2.935568383,476.611,476.611
27/08/2023 18:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,18,19,6,3.9972757,454.142,454.142
27/08/2023 19:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,19,20,6,4.021952083,412.617,412.617
27/08/2023 20:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,20,21,6,3.622623283,375.512,375.512
27/08/2023 21:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,21,22,6,3.074142442,335.202,335.202
27/08/2023 22:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,22,23,6,2.744582158,333.446,333.446
27/08/2023 23:00,bounty_madera,30/09/2023 0:00,27/08/2023 0:00,23,24,6,2.63630325,362.367,362.367
28/08/2023 0:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,0,1,0,3.583534858,344.157,344.157
28/08/2023 1:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,1,2,0,3.119425242,307.253,307.253
28/08/2023 2:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,2,3,0,2.838118358,296.895,296.895
28/08/2023 3:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,3,4,0,2.636612092,293.386,293.386
28/08/2023 4:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,4,5,0,2.704886033,304.953,304.953
28/08/2023 5:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,5,6,0,2.780556367,320.498,320.498
28/08/2023 6:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,6,7,0,2.646515,344.045,344.045
28/08/2023 7:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,7,8,0,2.894300717,501.346,501.346
28/08/2023 8:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,8,9,0,2.078120167,549.372,549.372
28/08/2023 9:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,9,10,0,3.09480275,597.282,597.282
28/08/2023 10:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,10,11,0,3.710594375,588.363,588.363
28/08/2023 11:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,11,12,0,3.522477217,558.812,558.812
28/08/2023 12:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,12,13,0,3.148155275,551.12,551.12
28/08/2023 13:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,13,14,0,3.631648967,572.482,572.482
28/08/2023 14:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,14,15,0,3.69541495,574.56,574.56
28/08/2023 15:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,15,16,0,3.66017745,558.298,558.298
28/08/2023 16:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,16,17,0,3.651452067,567.48,567.48
28/08/2023 17:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,17,18,0,3.649097467,487.997,487.997
28/08/2023 18:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,18,19,0,4.4002226,482.068,482.068
28/08/2023 19:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,19,20,0,4.857784825,412.982,412.982
28/08/2023 20:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,20,21,0,5.039265,386.992,386.992
28/08/2023 21:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,21,22,0,5.254264675,379.482,379.482
28/08/2023 22:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,22,23,0,4.4175074,388.517,388.517
28/08/2023 23:00,bounty_madera,30/09/2023 0:00,28/08/2023 0:00,23,24,0,4.27691985,389.13,389.13
29/08/2023 0:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,0,1,1,4.197341992,345.168,345.168
29/08/2023 1:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,1,2,1,3.541320667,316.437,316.437
29/08/2023 2:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,2,3,1,2.997399158,305.428,305.428
29/08/2023 3:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,3,4,1,2.913416133,297.187,297.187
29/08/2023 4:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,4,5,1,3.562293467,306.381,306.381
29/08/2023 5:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,5,6,1,3.638767708,337.578,337.578
29/08/2023 6:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,6,7,1,3.396373858,348.348,348.348
29/08/2023 7:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,7,8,1,4.20576,464.096,464.096
29/08/2023 8:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,8,9,1,4.6130871,549.906,549.906
29/08/2023 9:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,9,10,1,5.513163633,597.5,597.5
29/08/2023 10:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,10,11,1,5.606508742,601.755,601.755
29/08/2023 11:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,11,12,1,4.695462325,570.389,570.389
29/08/2023 12:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,12,13,1,4.048006825,594.944,594.944
29/08/2023 13:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,13,14,1,5.3062935,600.834,600.834
29/08/2023 14:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,14,15,1,5.493147158,593.547,593.547
29/08/2023 15:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,15,16,1,4.713739792,564.729,564.729
29/08/2023 16:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,16,17,1,4.124756217,577.39,577.39
29/08/2023 17:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,17,18,1,3.794687058,554.837,554.837
29/08/2023 18:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,18,19,1,4.269122292,537.05,537.05
29/08/2023 19:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,19,20,1,4.059376875,503.185,503.185
29/08/2023 20:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,20,21,1,5.174804617,454.458,454.458
29/08/2023 21:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,21,22,1,4.915340792,409.089,409.089
29/08/2023 22:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,22,23,1,4.474419625,419.818,419.818
29/08/2023 23:00,bounty_madera,30/09/2023 0:00,29/08/2023 0:00,23,24,1,3.566372025,432.282,432.282
30/08/2023 0:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,0,1,2,3.697185942,417.131,417.131
30/08/2023 1:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,1,2,2,3.478739167,396.645,396.645
30/08/2023 2:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,2,3,2,3.343983117,393.875,393.875
30/08/2023 3:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,3,4,2,3.169957083,347.339,347.339
30/08/2023 4:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,4,5,2,3.608026833,344.672,344.672
30/08/2023 5:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,5,6,2,3.914591892,379.945,379.945
30/08/2023 6:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,6,7,2,3.2433187,395.555,395.555
30/08/2023 7:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,7,8,2,4.087620767,440.655,440.655
30/08/2023 8:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,8,9,2,4.824492758,530.133,530.133
30/08/2023 9:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,9,10,2,4.779092058,586.904,586.904
30/08/2023 10:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,10,11,2,5.3275496,604.094,604.094
30/08/2023 11:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,11,12,2,4.407328442,545.291,545.291
30/08/2023 12:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,12,13,2,3.805047425,184.232,184.232
30/08/2023 13:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,13,14,2,5.073385467,409.197,409.197
30/08/2023 14:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,14,15,2,4.801380458,467.849,467.849
30/08/2023 15:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,15,16,2,4.397681608,427.727,427.727
30/08/2023 16:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,16,17,2,4.61316565,466.41,466.41
30/08/2023 17:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,17,18,2,2.995315317,472.823,472.823
30/08/2023 18:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,18,19,2,4.10938815,454.452,454.452
30/08/2023 19:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,19,20,2,3.187043483,378.306,378.306
30/08/2023 20:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,20,21,2,4.207265433,387.875,387.875
30/08/2023 21:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,21,22,2,4.507118425,393.871,393.871
30/08/2023 22:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,22,23,2,3.917404075,375.886,375.886
30/08/2023 23:00,bounty_madera,30/09/2023 0:00,30/08/2023 0:00,23,24,2,3.7419625,367.373,367.373
31/08/2023 0:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,0,1,3,4.272519308,358.231,358.231
31/08/2023 1:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,1,2,3,4.2395667,318.872,318.872
31/08/2023 2:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,2,3,3,4.003060417,305.167,305.167
31/08/2023 3:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,3,4,3,3.533543283,303.643,303.643
31/08/2023 4:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,4,5,3,3.727396275,324.865,324.865
31/08/2023 5:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,5,6,3,3.9617442,339.695,339.695
31/08/2023 6:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,6,7,3,2.813665375,377.055,377.055
31/08/2023 7:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,7,8,3,3.330796958,371.607,371.607
31/08/2023 8:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,8,9,3,3.622290075,383.66,383.66
31/08/2023 9:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,9,10,3,3.215702567,442.008,442.008
31/08/2023 10:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,10,11,3,3.905558358,494.793,494.793
31/08/2023 11:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,11,12,3,3.539522117,503.858,503.858
31/08/2023 12:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,12,13,3,3.307371267,554.523,554.523
31/08/2023 13:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,13,14,3,3.227838058,538.177,538.177
31/08/2023 14:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,14,15,3,3.307915233,569.079,569.079
31/08/2023 15:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,15,16,3,2.749037625,552.325,552.325
31/08/2023 16:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,16,17,3,2.9840193,558.31,558.31
31/08/2023 17:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,17,18,3,2.679894275,541.893,541.893
31/08/2023 18:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,18,19,3,4.230396458,535.768,535.768
31/08/2023 19:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,19,20,3,3.437985108,499.865,499.865
31/08/2023 20:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,20,21,3,4.417389675,483.508,483.508
31/08/2023 21:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,21,22,3,3.848912558,472.592,472.592
31/08/2023 22:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,22,23,3,3.227296583,461.115,461.115
31/08/2023 23:00,bounty_madera,30/09/2023 0:00,31/08/2023 0:00,23,24,3,2.994144708,449.01,449.01
01/09/2023 0:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,0,1,4,3.672709783,434.106,434.106
01/09/2023 1:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,1,2,4,3.245246742,415.372,415.372
01/09/2023 2:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,2,3,4,3.089847692,403.331,403.331
01/09/2023 3:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,3,4,4,2.856676017,380.053,380.053
01/09/2023 4:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,4,5,4,3.450669367,384.556,384.556
01/09/2023 5:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,5,6,4,3.467529717,404.902,404.902
01/09/2023 6:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,6,7,4,2.687778342,446.805,446.805
01/09/2023 7:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,7,8,4,3.388971758,489.249,489.249
01/09/2023 8:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,8,9,4,3.110067817,443.016,443.016
01/09/2023 9:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,9,10,4,4.143553808,0,0
01/09/2023 10:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,10,11,4,4.659159683,0,0
01/09/2023 11:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,11,12,4,4.500675417,0,0
01/09/2023 12:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,12,13,4,4.355594983,0,0
01/09/2023 13:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,13,14,4,5.241627383,0,0
01/09/2023 14:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,14,15,4,4.782098117,0,0
01/09/2023 15:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,15,16,4,4.666901725,235.325,235.325
01/09/2023 16:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,16,17,4,4.75365715,547.941,547.941
01/09/2023 17:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,17,18,4,5.144980092,513.135,513.135
01/09/2023 18:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,18,19,4,5.028136842,469.812,469.812
01/09/2023 19:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,19,20,4,4.710363192,386.821,386.821
01/09/2023 20:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,20,21,4,4.893568383,395.412,395.412
01/09/2023 21:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,21,22,4,4.855908183,414.855,414.855
01/09/2023 22:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,22,23,4,4.480953442,423.742,423.742
01/09/2023 23:00,bounty_madera,30/09/2023 0:00,01/09/2023 0:00,23,24,4,4.318389908,373.813,373.813
02/09/2023 0:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,0,1,5,3.91963045,166.839,166.839
02/09/2023 1:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,1,2,5,3.718560317,316.217,316.217
02/09/2023 2:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,2,3,5,3.598567925,314.123,314.123
02/09/2023 3:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,3,4,5,2.836697508,320.598,320.598
02/09/2023 4:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,4,5,5,2.209126617,347.227,347.227
02/09/2023 5:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,5,6,5,2.78340575,378.963,378.963
02/09/2023 6:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,6,7,5,2.713932692,401.574,401.574
02/09/2023 7:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,7,8,5,2.754155283,427.65,427.65
02/09/2023 8:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,8,9,5,3.400703692,446.595,446.595
02/09/2023 9:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,9,10,5,3.764139392,509.095,509.095
02/09/2023 10:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,10,11,5,4.090381608,546.651,546.651
02/09/2023 11:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,11,12,5,4.185297175,520.589,520.589
02/09/2023 12:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,12,13,5,4.10548525,531.879,531.879
02/09/2023 13:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,13,14,5,4.268665425,544.599,544.599
02/09/2023 14:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,14,15,5,4.330551958,536.391,536.391
02/09/2023 15:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,15,16,5,4.077098658,539.805,539.805
02/09/2023 16:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,16,17,5,3.836825425,526.76,526.76
02/09/2023 17:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,17,18,5,4.080551983,506.432,506.432
02/09/2023 18:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,18,19,5,4.839037767,497.33,497.33
02/09/2023 19:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,19,20,5,4.610064233,471.559,471.559
02/09/2023 20:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,20,21,5,4.663658525,460.081,460.081
02/09/2023 21:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,21,22,5,4.464041592,461.64,461.64
02/09/2023 22:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,22,23,5,4.191084833,447.921,447.921
02/09/2023 23:00,bounty_madera,30/09/2023 0:00,02/09/2023 0:00,23,24,5,3.970614908,430.835,430.835
03/09/2023 0:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,0,1,6,3.697957125,408.997,408.997
03/09/2023 1:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,1,2,6,3.528557825,397.429,397.429
03/09/2023 2:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,2,3,6,3.486334767,397.446,397.446
03/09/2023 3:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,3,4,6,3.0915167,390.304,390.304
03/09/2023 4:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,4,5,6,2.948312625,390.019,390.019
03/09/2023 5:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,5,6,6,2.096861325,412.847,412.847
03/09/2023 6:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,6,7,6,2.075251675,455.453,455.453
03/09/2023 7:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,7,8,6,1.732842183,479.236,479.236
03/09/2023 8:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,8,9,6,2.802718317,514.454,514.454
03/09/2023 9:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,9,10,6,3.327924308,567.2,567.2
03/09/2023 10:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,10,11,6,3.445955958,575.228,575.228
03/09/2023 11:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,11,12,6,3.245432317,544.916,544.916
03/09/2023 12:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,12,13,6,3.356625192,550.419,550.419
03/09/2023 13:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,13,14,6,3.351497442,536.449,536.449
03/09/2023 14:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,14,15,6,3.683314642,543.583,543.583
03/09/2023 15:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,15,16,6,3.573672875,520.262,520.262
03/09/2023 16:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,16,17,6,3.977813733,545.757,545.757
03/09/2023 17:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,17,18,6,4.18489675,532.669,532.669
03/09/2023 18:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,18,19,6,4.5313362,527.6,527.6
03/09/2023 19:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,19,20,6,4.492839742,482.647,482.647
03/09/2023 20:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,20,21,6,4.627656042,455.902,455.902
03/09/2023 21:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,21,22,6,4.71603045,456.025,456.025
03/09/2023 22:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,22,23,6,4.231346408,446.405,446.405
03/09/2023 23:00,bounty_madera,30/09/2023 0:00,03/09/2023 0:00,23,24,6,3.432969917,438.727,438.727
04/09/2023 0:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,0,1,0,2.833720208,424.126,424.126
04/09/2023 1:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,1,2,0,3.021744592,397.387,397.387
04/09/2023 2:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,2,3,0,1.915873092,378.408,378.408
04/09/2023 3:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,3,4,0,2.601414167,382.919,382.919
04/09/2023 4:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,4,5,0,2.631735992,399.089,399.089
04/09/2023 5:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,5,6,0,2.790484442,388.457,388.457
04/09/2023 6:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,6,7,0,2.57124295,406.523,406.523
04/09/2023 7:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,7,8,0,2.635859633,410.022,410.022
04/09/2023 8:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,8,9,0,3.058752258,423.729,423.729
04/09/2023 9:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,9,10,0,3.445577542,438.639,438.639
04/09/2023 10:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,10,11,0,3.329134267,478.972,478.972
04/09/2023 11:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,11,12,0,3.806346142,500.475,500.475
04/09/2023 12:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,12,13,0,2.4587752,533.766,533.766
04/09/2023 13:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,13,14,0,4.03873295,544.951,544.951
04/09/2023 14:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,14,15,0,4.237693808,562.295,562.295
04/09/2023 15:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,15,16,0,4.305303517,511.472,511.472
04/09/2023 16:00,bounty_madera,30/09/2023 0:00,04/09/2023 0:00,16,17,0,4.688076742,474.856,474.856
